季度,股本,股價,營業收入,營業毛利,營業利益,業外損益,稅後淨利,ROE,ROA,EPS,BPS
3042,34.3,86.9,100,33.4,15.6,0.56,13.5,8.56,6.14,3.95,44.2
3043,3.9,23.7,6.54,1.37,-0.12,-0.09,-0.2,-2.95,-1.29,-0.51,22.99
3044,52.6,289,544,142,96.7,8.4,77.5,15.5,8.69,14.75,94.35
3045,372,107,1420,298,154,-10.8,106,12.8,4.95,3.49,27.19
3046,7.84,45.4,55.6,4.81,2.75,0.1,2.61,16.5,7.81,3.33,20.5
3047,22.4,19.2,29.4,8.4,-0.89,-0.64,-1.1,-5.55,-2.85,-0.5,11.44
3048,27,31.8,842,28.4,13.1,-9.13,3.08,6.71,1.09,1.14,17.04
3049,80.2,6.27,10.2,-3.8,-5.43,0.04,-5.31,-6.85,-3.94,-0.66,8.81
3050,15.5,13.2,9.37,3.29,0.42,-0.13,0.03,0.65,0.34,0.02,15.69
3051,16.7,24,13.6,4.32,1.85,-0.6,0.92,3.71,2.27,0.55,14.33
3052,23.5,12.3,26.4,3.63,2.32,0.1,1.95,5.57,1.79,0.95,17.09
3054,8.07,23.7,1.02,0.24,-0.26,0.79,0.53,6.53,6.24,0.66,10.96
3055,11.5,58.9,3.71,0.59,-1.92,-0.26,-1.96,-10.8,-9.04,-1.73,15.58
3056,48.1,26.7,37.7,8.32,5.96,0.45,5.2,5.88,3.12,1.08,18.23
3057,6.03,10.1,4.17,1.44,-0.99,0.86,-0.14,-2.42,-1.5,-0.24,9.67
3058,20.2,10.8,23.7,2.76,-2.05,1.1,-1.01,-5.79,-2.24,-0.51,8.27
3059,30.7,46.7,65.1,17.4,4.11,2.03,2.98,4.25,2.64,0.98,31.17
3060,13.8,21,27.1,3.17,-0.07,-0.51,-0.63,-2.12,-1.25,-0.46,18.39
3062,33,25.4,30.5,1.78,-3.8,8.56,4.78,10.4,7.26,1.47,13.84
3064,1.3,56.3,0.63,0.57,-0.13,-0.2,-0.33,-35.8,-9.6,-2.53,5.46
3066,8.31,15.7,1.91,0.77,-0.21,-0.99,-1.34,-10,-6.85,-1.62,12.97
3067,2,19.7,0.43,0.11,-0.11,-0.09,-0.16,-6.59,-5.32,-0.82,12.3
3071,11,21.6,16.9,5.28,0.87,0.46,0.58,3.71,1.79,0.53,12.61
3073,3.95,44.5,0.61,0.22,0.15,-0.06,0.09,1.54,0.48,0.22,17.6
3078,22.7,86.4,82.7,21.6,14.8,0.75,11.3,16.2,10.4,4.97,30.53
3081,9.25,417,15.6,6.28,2.97,0,2.38,6.13,5.26,2.59,43.15
3083,8.65,34,2.82,2.32,-0.19,0.36,0.12,1.07,0.99,0.14,14.61
3085,6.9,16.3,0.42,0.21,-0.36,0.04,-0.32,-7.36,-6.06,-0.46,6.07
3086,2.73,152,1.17,0.55,-0.12,-0.05,-0.16,-5.25,-4.76,-0.58,11.71
3088,10.8,85.1,50,17.2,4.85,-1.03,2.95,6.22,4.2,2.76,45.43
3090,21.7,72.9,119,19,11.8,-0.52,8.86,13.2,7.71,4.21,32.13
3092,10.7,17.5,12.5,0.66,-4.88,0.05,-4.59,-27.2,-9.16,-4.31,13.82
3093,3.63,26.9,15.8,4.5,2.04,-0.11,1.51,14.2,9.15,1.04,7.27
3094,8.31,25.1,1.45,1.11,0.03,0.14,0.14,1.35,1.22,0.16,12.18
3095,1,28,4.55,0.75,-0.07,-0.21,-0.28,-21.4,-3.02,-2.83,9.14
3105,42.4,89.3,118,25,0.5,2.35,6.65,0.33,0.21,1.57,93.12
3114,6.51,23.9,22.6,2.12,0.71,0.53,1.07,6.83,4.24,1.64,23.49
3115,5.72,12.5,0.03,0.03,-0.2,0.01,-0.19,-6.67,-5.84,-0.41,6.99
3118,3.25,32.7,5.49,1.92,0.61,0.13,0.61,10.9,7.54,1.89,17.34
3122,4.08,27.8,2.46,0.79,-0.5,-0.08,-0.59,-14.5,-8.78,-1.44,9.19
3128,4.73,39.1,8.25,2.67,0.61,-0.12,0.37,5.13,2.13,0.8,16.05
3130,3.32,226,20.1,17.4,4.35,0.53,3.97,24,10.7,11.96,48.73
3131,2.92,1510,43.6,17.8,10,-0.11,7.65,16,6.61,26.19,169.68
3135,7.75,34.7,51.4,2.84,1.77,-0.45,1.02,7.01,3.41,1.5,22.34
3138,5.03,91.9,12.3,4.95,0.36,-0.06,0.18,0.84,0.46,0.37,39.79
3141,7.52,52.9,12.3,4.18,0.33,-0.47,0.04,-0.3,-0.2,0.05,32.93
3147,4.37,194,61,7.46,3.76,-0.41,2.59,16.4,7.14,5.92,36.85
3149,22.6,34.6,16.3,-1.59,-4.11,-0.53,-4.64,-20,-9.71,-2.24,11.85
3150,4.44,22.1,2.51,1.14,0.05,0.04,0.08,1.24,1.15,0.19,15.05
3152,6.9,125,10.8,4.61,2.13,4.06,5.67,14.7,12.8,8.22,57.18
3162,13,50.2,55.9,7.19,1.91,-0.2,1.63,5.7,1.86,1.25,22.54
3163,8.05,202,16,2.88,0.88,1.98,2.67,9.45,7.4,3.32,34.95
3164,8.6,20.2,3.01,1.89,0.46,-0.12,0.32,1.79,1.56,0.38,14.86
3167,8.84,180,35.3,13.4,6.34,0.23,4.8,16.7,7.53,5.45,34.83
3168,7.71,47.8,25.8,6.43,2.3,-0.05,1.5,6.86,4.92,1.94,22.57
3169,6.31,90.6,7.13,3.78,2.02,0.09,1.76,9.93,9.07,2.78,27.97
3171,3.31,46.5,13.2,3.58,1.28,0.08,1.03,14,7.81,3.11,21.76
3176,13.9,30.1,12.6,6.71,0.02,-0.49,0.08,-1.45,-1.11,0.06,11.77
3178,4.5,55.5,9.65,1.43,0.03,-0.2,-0.15,-1.21,-0.53,-0.34,26.43
3188,18.6,28,18.9,8.81,7.15,-0.11,5.46,18.8,5.8,2.93,16.29
3189,45.7,103,285,59.2,17.5,2.83,9.54,4.44,2.25,2.1,70.07
3191,4.36,14,1.31,0.29,-0.25,0.47,0.24,10.1,6.2,0.55,5.82
3205,6.75,50.7,3.07,0.52,-0.45,0.07,-0.38,-5.17,-4.67,-0.77,15.59
3206,5.89,35.5,25,5.15,1.12,0.13,0.88,5.56,3.03,1.49,25.03
3207,6.64,67,13.8,2.34,-0.27,0.58,0.23,0.95,0.57,0.35,26.41
3209,23.5,34,355,19.3,8.22,-2.86,3.7,6.82,2.08,1.58,20.58
3211,15.4,298,92.3,13.9,7.02,5.71,9.96,9.94,6.29,6.53,60.54
3213,5.87,112,23.5,7.45,4.77,-0.14,3.57,9.85,7.81,6.08,68.33
3217,9.01,168,31.1,15.5,10.1,0.71,8.53,18.7,14.8,9.47,49.64
3218,8.47,189,31.7,18.8,10.4,-0.5,7.48,20,13,8.83,43.87
3219,7.13,69,13.3,8.51,2.22,-0.1,1.17,11.1,7.76,1.65,19.32
3221,10.4,18.9,16.6,3.29,0.04,-0.5,-0.23,-2.52,-1.79,-0.22,19.13
3224,6.82,43.3,11.5,1.42,-1.84,-0.2,-0.72,-7.76,-5.88,-1.05,15.33
3226,6.44,45.8,12.8,1.79,0.52,-0.72,-0.22,-1.19,-0.87,-0.34,28.59
3227,15,211,68.4,41.9,15,0.37,13.5,11.5,9.3,9.26,77.48
3228,7.15,155,2.36,1.5,-1.05,-0.02,-1.06,-15.6,-13.5,-1.5,9.93
3229,6.43,14.8,7.34,0.35,-0.18,-0.19,-0.36,-5.9,-4.31,-0.56,9.2
3230,8.6,47.7,3.05,0.31,-0.98,-0.02,-0.99,-9.3,-7.26,-1.15,11.36
3231,318,119,14656,935,531,19.1,192,20,5.34,6.43,50.64
3232,4.66,25.3,7.08,1.34,0.35,-0.15,0.13,1.88,1.14,0.28,14.87
3234,11.1,35.8,5.1,0.78,-0.97,-0.12,-1.04,-12.7,-9.42,-0.94,7.11
3236,10.5,17.2,15.3,3.83,0.68,-0.25,0.13,0.84,0.41,0.12,14.18
3252,5.02,19.9,3.66,1.37,0.48,-0.43,-0.05,0.23,0.12,-0.1,38.9
3257,7.98,63.2,8.14,4.2,2.44,0.28,2.11,12.6,8.88,2.65,21.05
3259,7.3,21.7,1.74,0.19,-1.28,0.03,-1.25,-23.4,-18.1,-1.71,6.45
3260,32.6,105,372,70.9,35.6,10.4,31.7,17.4,6.26,10.08,59.3
3264,49,77.4,102,36.5,25.5,-0.1,19.9,10.9,5.86,4.2,38.5
3265,13.6,98.5,34,8.97,6.79,-0.64,5.08,8.19,6.14,3.73,44.26
3266,35.2,14.5,9.74,2.68,0.79,0.48,0.85,1.36,0.68,0.24,17.7
3268,3.47,18.4,7.17,0.43,-0.18,-0.34,-0.48,-9.44,-4.48,-1.39,13.89
3272,6.12,24.2,22.4,2.21,-2.15,-0.03,-2.99,-23.3,-6.14,-4.94,17
3276,6.97,14.1,3.82,-0.07,-0.77,0.58,0.1,-2.11,-1.19,0.14,11.13
3284,10.8,24.3,6.29,1.73,0.94,0.53,1.26,8.03,4.07,1.21,13.12
3285,4.27,25.6,4.79,1.1,0.06,0.13,0.14,2.68,1.94,0.32,13.59
3287,4.4,34.7,6.53,1.48,0,0.03,0.09,0.94,0.61,0.2,12.84
3288,1.6,18.7,0.52,0.33,-0.13,0.05,-0.08,-8.32,-4.25,-0.56,6.6
3289,7.43,124,36.1,9.9,2.94,0.49,3.12,8.23,3.35,4.2,46.85
3290,9.02,33.2,16.4,4.95,2.35,-0.23,1.41,6.46,3.3,1.22,22.24
3293,28.2,800,163,159,96.9,-2.32,78.6,48.4,36.7,27.9,57.11
3294,13.2,46.3,26.9,3.69,-0.67,0.44,-0.77,-3.84,-1.76,-0.58,16.04
3296,9.67,22.8,12,2.61,0.42,0.34,0.67,5.46,3.1,0.69,12.33
3297,3.6,61,1.5,0.55,-0.19,0.37,0.19,3.39,2.64,0.54,16.19
3303,9.41,47.8,23,8.86,3.91,0.59,3.31,14.6,8.72,3.52,24.66
3305,14.3,92.9,76.9,10.2,5.48,-0.47,3.35,6.49,3.14,2.57,38.53
3306,5.06,50.1,8.31,2.08,-0.33,1.25,0.92,2.67,2.38,1.81,68.38
3308,6,17.1,0.05,0.03,-0.21,0.41,0.14,1.25,0.62,0.23,17.95
3310,7.49,69,22.1,5.32,2.89,-0.29,2.05,11.3,3.07,2.93,24.59
3311,10,34.5,18.1,2.26,0.38,0.57,0.85,2.71,1.96,1.15,35.18
3312,16.3,45.1,161,8.33,3.73,-2.79,0.92,1.83,0.53,0.57,17.47
3313,22.1,14.6,0.07,-0.03,-0.62,-0.02,-0.63,-3.28,-1.89,-0.31,9.97
3317,9,44.7,20.2,5.46,2.17,-0.03,1.65,5.18,4.36,1.83,35.69
3321,5.31,8.4,16.2,0.97,-1.04,-0.22,-1.34,-34.5,-6.49,-2.52,5.85
3322,12.2,13.9,22.8,3.21,-0.68,-0.25,-0.91,-5.81,-2.72,-0.75,12.31
3323,9.76,40.3,38.4,3.02,-1.51,0.13,-1.49,-5.36,-2.63,-1.58,25.52
3324,9.2,710,157,43.7,21.9,-1.08,16.4,17.7,8.95,18.13,107.12
3325,9.02,17.4,9.65,0.59,-0.87,-0.26,-0.98,-11.2,-5.7,-1.08,9.14
3332,4.81,54.1,12.4,4.59,1.52,0.26,1.4,7.97,6.18,2.91,36.51
3338,8.79,58.5,28,5.29,1.32,0.21,1.26,6.43,3.45,1.44,21.68
3339,6.66,34.6,6.17,0.26,-0.9,-0.11,-1.01,-12.1,-9.2,-1.56,11.46
3346,12.1,23.7,63.4,6.88,0.08,-0.81,-0.73,-2.15,-0.72,-0.61,27.65
3349,4.61,18.2,3.9,0.83,-0.12,-0.07,-0.27,-7.99,-4.6,-0.64,7.95
3354,7.01,17.6,0.75,0.08,-0.72,0.07,-0.5,-5.98,-5.17,-0.71,11.33
3356,7.99,50.9,7.43,3.76,0.23,2.52,2.53,11.1,8.9,3.16,27.82
3357,10.2,110,48.2,12.3,5.37,3.39,8,10.3,6.29,7.84,73.77
3360,7.64,12.7,48.9,2.05,-0.3,-0.25,-0.49,-8.03,-2.46,-0.65,10.5
3362,14.2,119,32.3,6.2,0.51,-2.23,-1.66,-4.38,-1.65,-1.17,25.43
3363,10.4,326,15,3.06,0.36,0.01,0.39,1.51,1.22,0.37,24.72
3372,17.5,13.9,8.01,-1.13,-1.83,-0.04,-1.87,-11.5,-9.74,-1.07,8.71
3373,4.76,19.6,2.94,0.49,-0.49,-0.12,-0.53,-6.37,-5.89,-1.11,16.55
3374,27.1,145,51.7,13.1,10.3,-0.42,8.39,9.15,6.13,3.09,34.09
3376,19.6,229,84,12.3,2.52,1.76,2.41,1.39,1.08,1.23,86.21
3379,3.8,67,10.3,1.34,0,0.21,0.19,3.12,1.17,0.5,15.85
3380,54.2,28,161,27.2,-2.12,-0.62,-2.01,-1.65,-0.95,-0.37,16.41
3388,7.41,62.2,55.3,9.67,3.42,0,2.27,4.95,3.53,3.06,59.69
3390,7.9,20.1,5.76,0.75,-0.35,-0.34,-0.54,-4.09,-3.32,-0.72,18
3402,7.3,116,38.9,9.81,5.65,0.3,4.37,20.9,6.5,5.99,28.91
3406,11.3,432,178,56.8,33.1,0.82,25.3,10.4,6.01,22.41,213.93
3413,10.9,298,156,39.9,24.9,-2.2,17.6,11.2,7.27,16.22,140.09
3416,7.97,166,26.3,10.6,5.11,0.14,4.23,12.4,8.89,5.3,42.21
3426,2.64,41.2,4.92,1.63,0.56,0.1,0.55,7.43,5.37,2.09,26.97
3430,3.37,49.9,12.5,2.87,1.19,-0.17,0.72,6.5,4.56,2.14,32.56
3432,4.22,15.3,1.01,0.17,-0.22,-0.03,-0.25,-7.53,-6.93,-0.59,7.46
3437,14.5,15,12.3,0.54,-3.45,0.3,-2.94,-12.7,-9.88,-2.03,14.61
3438,4.72,45.2,7.94,2.6,0.24,0.01,0.27,1.27,1.09,0.57,45.56
3441,4,31.7,3.12,1.08,0.5,-0.11,0.25,3.26,2.54,0.62,19.07
3443,13.4,1267,217,60.9,30.9,-0.06,26.1,22.7,9.47,19.48,87.37
3444,4.5,56.1,9.31,2.05,0.59,0.23,0.74,6.97,5.09,1.64,23.11
3447,7.74,62.4,26.7,3.25,0.97,0.27,0.99,8.01,2.99,1.28,15.92
3450,14.6,208,64.6,19.9,12.7,-0.81,5.07,12.4,7.53,3.48,32.86
3454,8.66,98.5,57.8,16.1,-0.54,-0.05,-0.66,-1.74,-1.03,-0.76,37.41
3455,5.99,94.7,12.5,6.73,1.03,-0.05,0.81,3.16,2,1.36,41.24
3465,3.53,50.3,13.2,2.63,0.46,-0.5,-0.03,-1.5,-0.65,-0.1,21.6
3466,7.79,41.9,0.68,-0.28,-0.57,-0.02,-0.59,-5.43,-3.74,-0.81,18.78
3467,3.11,54.2,4.6,0.9,0.18,-0.02,0.13,2.49,1.66,0.44,18.96
3479,7.26,103,63.6,16.7,6.22,0.2,3.65,11.2,5.98,5.03,44.79
3481,799,12.6,1700,135,-29.9,44,2.68,0.26,0.18,0.03,27.26
3483,9.9,119,68.8,13.8,2.51,1.43,3.09,6.39,3.1,3.12,48.19
3484,7.88,49.9,35.1,8.9,3.26,0.54,2.62,8.33,4.95,3.35,39.07
3489,9.05,20.4,4.72,0.22,0.01,0,-0.12,-0.97,-0.31,-0.13,13.28
3490,5.5,22.2,1.92,0.38,-0.24,0.4,0.24,1.83,1.29,0.43,22.99
3491,6.69,374,16.2,7.65,3.44,0.3,3.02,11.6,7.24,4.6,40.61
3492,3.55,23.5,6.44,2.07,0.67,-0.01,0.58,9.23,6.09,1.63,17.67
3494,9.48,12.6,7.25,0.94,-0.86,-0.36,-1.06,-15.4,-6.13,-1.12,6.79
3498,6.23,46,8.47,3.07,0.4,-0.08,-0.54,-2.53,-1.69,-0.9,34.93
3499,5.5,14.8,2.51,0.54,-0.5,-0.02,-0.63,-12.4,-7.64,-1.14,8.52
3501,11.8,54.8,42.9,8.74,3.54,0.65,3.06,4.45,3.32,2.59,56.07
3504,11.4,55,20,3.24,-0.74,0.74,-0.02,-0.07,-0.04,-0.02,24.14
3508,10.4,24.1,6.43,0.45,-1.25,0.08,-1.17,-23.6,-4.54,-1.14,5.22
3511,8,21,12.9,1.49,-1.19,-0.06,-0.8,-5.75,-4.1,-1,16.3
3512,11.3,24.2,7.72,2.12,1.03,0.01,0.81,3.54,1.62,0.74,21.82
3515,12.4,278,341,47.3,19.8,0.81,13.9,16,8.1,11.25,79.39
3516,5.96,19.9,6.93,0.95,-0.51,0.43,0.02,-0.79,-0.47,0.03,24.72
3518,9.77,19.8,2.44,0.23,-1.11,0.43,-0.89,-6.37,-4.11,-0.93,13.57
3520,6.88,14.5,8.74,1.24,0.08,-0.16,-0.06,-0.82,-0.43,-0.08,11.48
3521,12.8,12,2.36,0.52,-0.15,0.5,0.08,0.62,0.48,0.06,10.12
3522,8.4,13.8,8.14,3.59,-1.8,-0.37,-2.02,-39.8,-9.69,-2.41,5.53
3523,6.43,17.5,0.97,-0.32,-0.96,0.04,-0.96,-19.7,-5.28,-1.49,6.58
3526,6.52,244,28.2,14.3,9.18,0.58,8.02,21.4,11.8,12.33,56.36
3527,4.44,66.7,11.2,4.32,-0.53,0.08,-0.47,-2,-1.75,-1.06,51.04
3528,6.66,78.2,61,6.42,3.83,-3.58,0.18,0.95,0.26,0.27,26.98
3530,7.75,59.7,12.7,3.12,0.56,-0.23,0.36,1.55,1.4,0.47,30.28
3531,6.12,23.4,9.97,1.58,-0.17,-0.06,-0.29,-1.6,-1.28,-0.47,29.01
3532,38.8,86.5,90.7,14.4,6.97,-3.01,3.11,1.26,0.59,0.8,62.94
3533,11.3,1459,245,126,75.7,-6.01,53.4,14.5,11.1,47.64,307.18
3535,7.91,67.4,2.14,0.98,-1.21,-0.17,-1.37,-12.8,-8.33,-1.74,12.4
3537,5.62,41.1,21.8,3.07,1.6,-0.68,0.73,5.96,3.57,1.3,21.24
3540,7.25,33.3,38,12.5,1.44,-0.94,0.34,1.82,0.57,0.47,23.67
3541,5.63,27.6,8.14,2.8,-0.33,-0.1,-0.4,-5.4,-1.78,-0.72,12.99
3543,8.93,32.2,24.5,2.83,-1.34,0.05,-1.02,-5.13,-3.34,-1.16,26.36
3545,22.1,66.8,91.5,23.8,0.68,2.42,3.3,3.32,2,1.55,44.88
3546,5.84,89.4,9.69,9.22,0.58,-0.39,0.28,1.8,1.21,0.47,24.58
3548,6.77,112,73.6,9.04,2.14,0,0.5,0.85,0.43,0.73,86.12
3550,8.76,14.7,26.2,3.88,-0.88,0.25,-0.61,-4.67,-1.54,-0.69,13.98
3551,5.68,164,21.5,7.68,3.66,0.6,3.44,8.98,7.01,6.12,69
3552,9.79,63.5,61.1,11.3,0.06,0.18,0.37,0.86,0.36,0.38,42.98
3555,4,45.6,1.77,0.1,-0.29,0.03,-0.19,-6.66,-5.88,-0.58,12.25
3556,6.37,37.4,7.18,3.34,0.74,0.11,0.82,5.86,4.8,1.28,17.64
3557,8.43,42.8,33.5,11.5,1.13,-1.23,-0.23,-0.88,-0.39,-0.27,28.53
3558,5.91,167,116,18.8,3.87,0.59,2.88,6.08,2.99,4.87,102.61
3563,5.81,526,25.3,15.6,9.64,-0.07,7.72,14.8,12.6,13.28,93.31
3564,5.91,59.7,17.6,4.19,0.57,-0.15,0.3,2.19,1.15,0.51,23.22
3567,3.4,25.9,2.05,0.63,0.28,0.01,0.24,4.02,3.72,0.69,16.66
3570,1.71,198,19.3,5.36,2.4,-0.01,1.88,18.5,12.6,11.01,60.34
3576,163,6.74,24.3,-5.48,-11.4,1.21,-10.2,-9.38,-3.91,-0.63,6.4
3577,6.4,86.9,8.67,4.67,1.42,-0.02,1.11,8.31,6.93,1.73,20.94
3580,3.95,67.2,3.18,1.61,0.72,0,0.57,5.57,3.44,1.46,25.21
3581,5.1,37.1,10.7,3.6,0.72,-0.08,0.07,3.86,1.94,0.13,16.42
3583,8.03,361,85.6,27.7,11.5,-0.76,7.8,14.6,3.4,9.71,70.96
3587,6.7,192,40.7,11.4,4.02,-0.06,2.84,6.04,3.37,4.26,68.02
3588,6.16,47,10.1,3.53,0.23,0.02,0.23,1.29,1.12,0.37,27.89
3591,14.6,18,17.6,3.71,0.19,-0.28,-0.29,-0.74,-0.55,-0.21,19.49
3592,7.59,320,171,48.5,12.5,-0.42,10.7,9.13,5.42,14.09,149.06
3593,9.3,7.12,8.95,0.2,-0.83,-0.15,-1,-43.5,-7.07,-1.8,1.86
3594,9.59,41.9,13.9,5.46,0.22,-0.4,-0.04,-0.38,-0.2,-0.05,22.47
3596,22,220,400,61,26.8,1.05,21,13,4.95,9.52,73.14
3597,3.92,27.8,6.29,1.45,0.34,-0.12,0.05,0.8,0.35,0.12,14.42
3605,14.9,67.6,81.5,21,4.6,1.94,5.27,7.62,3.8,3.51,46.1
3607,12.2,14.1,21.5,2.31,-0.43,0.49,0.05,0.3,0.17,0.04,13.82
3609,3.84,46,3.8,0.51,-1.09,3.94,2.81,66.5,24.9,7.31,14.67
3611,4.76,189,86.9,28,8.99,-0.52,6.6,13.1,5.29,13.9,105.71
3615,6.85,23.7,7.51,1.7,0.33,0.51,0.37,3,2.4,0.54,32.99
3617,9.42,235,91.1,49.4,16.4,-1.99,10.9,11.7,7.45,11.6,96.52
3622,15.1,54.6,12.9,5.96,4.1,4.11,7.4,10.4,9.37,4.89,50.85
3623,2.92,21.5,2.25,0,-0.22,0.15,-0.07,-1.92,-1.48,-0.23,12.16
3624,11.7,37,20.2,5.24,2.12,-0.15,1.42,4.25,3.63,1.21,28.7
3625,11.4,19.7,3.19,0.49,-1.05,0.94,-0.15,-2.59,-0.91,-0.14,5.27
3628,4.5,47.8,25,7.54,2.09,-0.21,1.35,7.8,3.71,3.01,38.4
3629,3.3,29.7,0.02,0.01,-0.23,-0.02,-0.24,-41,-34.8,-0.74,1.42
3630,20.4,29.4,17.1,1.63,-3.69,8.08,4.39,16.4,9.56,2.19,15.13
3631,8.18,22.5,0.23,0.07,-0.73,-0.16,-0.52,-4.52,-2.56,-0.64,14.35
3632,4.09,10.1,1.84,1.02,-0.16,-0.02,-0.18,-12.7,-5.55,-0.43,2.86
3645,13.7,68.2,18.1,4.63,1.91,-0.41,1.28,3.84,2.39,0.94,23.48
3646,3.93,29,5.09,1.41,0.19,0.13,0.22,4.19,2.46,0.55,12.24
3652,7.51,30.9,18.3,6.38,0.94,-0.06,0.7,3.74,2.79,0.94,25.29
3653,14.3,1779,150,62.6,48.5,-0.6,38.5,22.8,17.4,26.92,131.79
3661,8.1,3745,262,61.6,38,11.8,41.1,10.6,8.2,50.89,468.1
3663,10.8,58.3,40.9,1.76,0.06,0.22,-0.08,0.04,0.02,-0.07,16.48
3664,5.95,20.2,5.87,4.43,-0.25,-0.06,-0.31,-9.61,-3.01,-0.52,5.34
3665,19.5,961,515,163,88.2,-3.62,62.7,16,9.19,32.49,215.58
3666,9.29,27.1,3.55,-0.33,-1.15,-0.21,-1.39,-22,-12.7,-2.33,10.1
3669,9.29,33.2,18.8,11.1,0.63,-0.13,0.25,0.73,0.55,0.27,35.43
3672,4.08,15.4,1.76,0.63,-0.58,-0.02,-0.49,-15.8,-8.19,-1.5,8.68
3673,40.7,36,484,31.1,8.26,9.19,10.4,2.64,1.2,2.56,93.82
3675,5.31,139,19.5,6.66,1.56,-0.51,0.83,3.28,1.84,1.53,45.47
3679,6.3,119,34.4,11.4,7.85,-1.69,3.86,8.1,4.38,6.15,72.42
3680,9.6,317,50.8,21,7,-1.04,4.03,4.05,2.11,4.2,101.6
3684,3,46.2,8.77,2.8,1.02,-0.06,0.76,11.4,6.86,2.55,22.33
3685,7.96,17.1,7.86,1.57,0.25,-0.71,-0.49,-4.18,-2.48,-0.62,9.16
3686,7.65,16.2,0.62,-0.01,-0.2,-0.03,-0.23,-3.38,-3.33,-0.31,8.93
3687,3.01,75.9,13.3,5.41,2.09,4.72,1.34,15.2,6.69,4.47,51.56
3689,8.52,101,45.4,13.4,6.17,0.45,4.73,11.3,8.23,5.52,50.37
3691,9.19,77.3,36.4,2.75,-4.16,-4.09,-7.49,-12.5,-7.02,-8.15,63.34
3693,4.3,287,59,16.9,8.7,-1.42,5.73,10.8,6.96,13.32,118.44
3694,15.5,75.4,88.6,12.8,4.7,0.55,4.99,14.5,7.13,3.27,22.3
3701,23.7,38.2,76.7,13.9,1.62,2.29,2.61,4.25,1.95,1.11,20.52
3702,168,68,7438,287,145,-47.9,72.6,9.29,1.9,4.07,44.8
3703,82.3,23.1,221,24.3,7.65,0.86,7.54,2.34,0.75,0.92,32.75
3704,41.3,30.3,196,50.1,7.78,-1.15,4.56,4.12,2.08,1.13,27.54
3705,26.6,58.3,62.2,27,9.96,-0.69,6.15,7.14,5.14,2.31,29.23
3706,133,82,751,89.2,41.6,20.6,48.9,7.81,4.44,3.68,51.48
3707,38.3,45,42,-1.75,-6.76,0.84,-5.75,-6.27,-4.4,-1.5,18.36
3708,10.8,114,7.53,0.9,-2.18,0.01,0.57,0.9,0.59,0.53,89.23
3709,12.6,38.1,305,16.5,7.55,-0.96,4.24,15.5,2.88,3.61,25.05
3710,28.7,8.88,52.1,10.5,-0.86,-0.53,-2,-9.31,-2.27,-0.7,4.69
3711,442,154,4675,795,331,-0.24,259,7.83,3.39,5.99,72.65
3712,24.6,42.3,259,-129,-143,-8.84,-48.7,-110,-22.7,-19.78,17.32
3713,8.81,20.9,2.2,0.42,-0.07,-0.36,-0.44,-6.15,-1.45,-0.55,8.58
3714,73.8,36.7,170,14,-21.7,2.67,-19.3,-4.29,-3.48,-2.62,57.21
3715,27.8,83.3,140,28,9.74,-0.13,6.66,8.6,2.16,2.4,27.83
3716,15,34.3,64.2,24.9,3.44,-0.29,2.36,3.15,1.89,1.87,50.88
3717,20.8,19.9,42.2,5.89,-0.08,-0.6,-0.6,-1.92,-0.78,-0.29,14.97
4102,4.24,21.7,3.6,0.74,-0.13,0,-0.12,-1.27,-0.94,-0.27,13.89
4104,17.2,85.4,65.1,13.8,5.61,3.42,6.12,6.49,3.75,3.57,51.68
4105,24.9,76.4,47.9,27.9,13.5,3.32,12.6,17.5,11.9,5.05,27.6
4106,10.1,22.3,17.8,8.23,1.17,0.14,0.93,3.83,2.95,0.92,24.2
4107,6.93,116,15.7,6.84,4.9,-0.08,3.84,11.2,8.4,5.54,49.57
4108,19.9,14.1,1.01,0.35,-1.32,0.53,-0.41,-3.43,-3.33,-0.21,9.3
4109,11.9,16.2,3.52,1.17,0.11,0.28,0.23,1.56,1.43,0.2,13.91
4111,5.98,31.7,10.3,4.04,1.48,0.01,1.19,9.09,6.49,1.98,22.33
4113,23.1,21.6,5.73,1.11,0.15,-0.52,-0.37,-0.85,-0.26,-0.16,18.55
4114,51,35.8,46,20.1,6.01,0.21,6.33,5.24,3.64,1.28,17.26
4116,4.46,43.4,38.8,12.4,2.42,-0.07,0.6,7.13,3.06,1.34,24.48
4119,12,60.4,9.88,2.51,1.12,-0.53,0.69,1.26,0.98,0.57,44.94
4120,8.67,52.6,34,16.8,-1.06,0.37,-3.28,-4.06,-2.32,-3.78,79.04
4121,8.27,14.6,28.5,9.87,-0.44,0,-0.23,-2.33,-1.14,-0.27,16.99
4123,72.5,38.1,11.2,4.54,0.63,29.7,25.4,13.5,9.89,3.52,27.64
4126,7.26,90.2,18.3,5.86,3.83,-0.13,2.95,10.1,7.7,4.06,39.59
4127,4.58,35.3,3.8,2.14,0.08,-0.18,-0.08,-1.59,-0.72,-0.17,10.45
4128,58.8,24.1,13.8,5.36,-3.1,-5.35,-7.21,-7.59,-6.41,-1.23,15.33
4129,9.64,109,41.4,32.1,5.59,0.25,4.32,11,6.05,4.47,40.7
4130,11.5,19.4,3.73,1.36,0.13,0.06,0.15,1.09,1,0.14,12.09
4131,3.95,33.7,1.78,0.63,-0.45,0.27,-0.17,-6.02,-4.17,-0.43,7.5
